NDC Description,NDC,Old NADAC Per Unit,New NADAC Per Unit,Classification for Rate Setting,Percent Change,Primary Reason,Start Date,End Date,Effective Date
OLANZAPINE 5 MG TABLET,13668016730,0.11348,0.11345,G,-0.03,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ATOMOXETINE HCL 40 MG CAPSULE,00093354556,1.27097,1.28039,G,0.74,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TOPIRAMATE 25 MG TABLET,76282027810,0.03386,0.03320,G,-1.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM FEXOFENADINE HCL 180 MG TAB,70677007403,0.28966,0.30701,G,5.99,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NASAL DECONGESTANT PE 10 MG TB,24385060368,0.04949,0.04781,G,-3.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CAPTOPRIL 50 MG TABLET,00143117310,0.77618,0.91627,G,18.05,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SIMVASTATIN 40 MG TABLET,68180046406,0.04449,0.04407,G,-0.94,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HM ASPIRIN 325 MG TABLET,62011002001,0.00954,0.00914,G,-4.19,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OMEPRAZOLE DR 40 MG CAPSULE,68382050010,0.06079,0.06227,G,2.43,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 2.5 MG TABLET,57237012101,0.11678,0.10561,G,-9.56,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYCODONE-ACETAMINOPHEN 10-325 MG TAB,47781023063,0.19362,0.18049,G,-6.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CELECOXIB 100 MG CAPSULE,33342015611,0.11480,0.11513,G,0.29,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DULOXETINE HCL DR 20 MG CAP,00904645261,0.13537,0.12467,G,-7.90,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METOPROLOL SUCC ER 100 MG TAB,68645047954,0.18071,0.17709,G,-2.00,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NIFEDIPINE ER 30 MG TABLET,62175026037,0.21623,0.21171,G,-2.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DESMOPRESSIN ACETATE 0.1 MG TB,50268022015,0.40162,0.46236,G,15.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 150 MCG TABLET,00378181504,0.29082,0.30108,G,3.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ZIPRASIDONE HCL 20 MG CAPSULE,00781216460,0.40156,0.37083,G,-7.65,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLPHENIDATE CD 60 MG CAP,00527458437,2.37620,2.59343,G,9.14,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARVEDILOL 3.125 MG TABLET,57664024213,0.02311,0.02329,G,0.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LISINOPRIL 10 MG TABLET,43547041610,0.02168,0.02122,G,-2.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 20 MG CAPSULE,42543072610,0.03256,0.03235,G,-0.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLANZAPINE 7.5 MG TABLET,13668016830,0.14946,0.14323,G,-4.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MORPHINE SULF ER 15 MG TABLET,68084015711,0.19714,0.20871,G,5.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
3-DAY VAGINAL CREAM,51672206200,0.31342,0.31646,G,0.97,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALSARTAN-HYDROCHLOROTHIAZIDE 320-25 MG TAB,68180010209,0.44282,0.46354,G,4.68,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 100 MCG TABLET,00378180995,0.28128,0.28389,G,0.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ATORVASTATIN 80 MG TABLET,16714087702,0.10185,0.10449,G,2.59,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LANSOPRAZOLE ODT 30 MG TABLET,68382077277,6.82660,6.99664,G,2.49,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PAROXETINE HCL 20 MG TABLET,43547034809,0.08262,0.08499,G,2.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METOPROLOL SUCC ER 25 MG TAB,16714085201,0.10201,0.10497,G,2.90,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DORZOLAMIDE HCL 2% EYE DROPS,69315030410,1.55283,1.48265,G,-4.52,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TORSEMIDE 5 MG TABLET,31722052901,0.07989,0.07436,G,-6.92,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CILOSTAZOL 50 MG TABLET,50268017611,0.11626,0.12587,G,8.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM TIOCONAZOLE-1 6.5% OINTMENT,49348050859,2.21033,2.20087,G,-0.43,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BENZONATATE 100 MG CAPSULE,67877057305,0.09262,0.09103,G,-1.72,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ENTECAVIR 1 MG TABLET,43547043703,1.26270,1.18624,G,-6.06,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARBAMAZEPINE 200 MG TABLET,00093010901,0.28666,0.26565,G,-7.33,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DUTASTERIDE 0.5 MG CAPSULE,64380076304,0.21408,0.22347,G,4.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TACROLIMUS 0.1% OINTMENT,68462053435,2.53789,2.39845,G,-5.49,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DICLOFENAC SOD DR 75 MG TAB,68001028106,0.10693,0.10519,G,-1.63,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LACTULOSE 10 GM/15 ML SOLUTION,00121057716,0.01433,0.01377,G,-3.91,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYBUTYNIN 5 MG TABLET,14539065310,0.08253,0.07325,G,-11.24,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TADALAFIL 2.5 MG TABLET,13668056530,0.20161,0.21454,G,6.41,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TACROLIMUS 5 MG CAPSULE (IMMEDIATE RELEASE),00904662461,2.43496,2.67959,G,10.05,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PRAVASTATIN SODIUM 10 MG TAB,60505016805,0.07626,0.07942,G,4.14,Survey Rate,05/12/2021,05/19/2021,05/19/2021
"METFORMIN HCL 1,000 MG TABLET",49483062081,0.02813,0.02869,G,1.99,Survey Rate,05/12/2021,05/19/2021,05/19/2021
COLESEVELAM 625 MG TABLET,60687038525,0.56229,0.51203,G,-8.94,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDRALAZINE 25 MG TABLET,23155000210,0.04134,0.04175,G,0.99,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 10 MG CAPSULE,50111064702,0.03833,0.03701,G,-3.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CICLOPIROX 0.77% CREAM,45802013811,0.20590,0.21660,G,5.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVETIRACETAM 500 MG TABLET,00378561578,0.12253,0.11354,G,-7.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLPREDNISOLONE 4 MG DOSEPK,59746000103,0.20542,0.19862,G,-3.31,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LISINOPRIL 10 MG TABLET,60687032511,0.02168,0.02122,G,-2.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLMESARTAN-HYDROCHLOROTHIAZIDE 40-12.5 MG TAB,65862078090,0.36707,0.35304,G,-3.82,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ATORVASTATIN 20 MG TABLET,67877051210,0.05273,0.05859,G,11.11,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUTICASONE PROP 0.05% CREAM,00713063115,0.32120,0.34021,G,5.92,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HM SENNA-S TABLET,62011036401,0.02586,0.03007,G,16.28,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM NICOTINE 2 MG LOZENGE,70677008901,0.32479,0.35061,G,7.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RIZATRIPTAN 5 MG TABLET,29300031621,0.80605,0.74613,G,-7.43,Survey Rate,05/12/2021,05/19/2021,05/19/2021
QUETIAPINE FUMARATE 300 MG TAB,29300015101,0.16832,0.17594,G,4.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOMIPRAMINE 50 MG CAPSULE,16571068403,1.09568,1.64891,G,50.49,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MONTELUKAST SOD 4 MG GRANULES,00093748756,1.44533,1.46344,G,1.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FYAVOLV 1 MG-5 MCG TABLET,68180082873,1.13112,1.26355,G,11.71,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DOCUSATE SODIUM-SENNA TABLET,00536116701,0.02586,0.03007,G,16.28,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NORTRIPTYLINE HCL 25 MG CAP,00093081101,0.10409,0.11029,G,5.96,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 300 MCG TABLET,00527329146,0.54829,0.49158,G,-10.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SPIRONOLACTONE 50 MG TABLET,68382066101,0.13624,0.13754,G,0.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IBUPROFEN 600 MG TABLET,63739068410,0.06160,0.06225,G,1.06,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PREGABALIN 50 MG CAPSULE,00228285709,0.10171,0.10059,G,-1.10,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DROSPIRENONE-EE 3-0.03 MG TAB,68180090211,0.30722,0.31965,G,4.05,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PREGABALIN 150 MG CAPSULE,60687051701,0.12198,0.11413,G,-6.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROCODONE-HOMATROPINE SOLN,10702015016,0.09403,0.10567,G,12.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOZAPINE 25 MG TABLET,00093435901,0.22941,0.32677,G,42.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOBAZAM 20 MG TABLET,70710132601,0.73746,0.59643,G,-19.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SIMVASTATIN 10 MG TABLET,16729000415,0.02725,0.02866,G,5.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TOPIRAMATE 15 MG SPRINKLE CAP,00093733506,0.64617,0.70243,G,8.71,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FINASTERIDE 5 MG TABLET,00093735598,0.07746,0.07962,G,2.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROCHLOROTHIAZIDE 12.5 MG CP,00591034705,0.03531,0.03720,G,5.35,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MOTION SICKNESS 50 MG TABLET,70000040401,0.05474,0.05141,G,-6.08,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVO-T 150 MCG TABLET,55466011211,0.29082,0.30108,G,3.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PERPHENAZINE 2 MG TABLET,00904659961,0.35591,0.37499,G,5.36,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,0.08148,0.09112,G,11.83,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLONIDINE 0.2 MG/DAY PATCH,00378087299,12.21387,12.50473,G,2.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUMETANIDE 0.5 MG TABLET,68382052501,0.26786,0.24398,G,-8.92,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PANTOPRAZOLE SOD DR 20 MG TAB,55111033290,0.06280,0.06439,G,2.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROCHLOROTHIAZIDE 12.5 MG CP,59746038206,0.03531,0.03720,G,5.35,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOFLOXACIN 250 MG TABLET,55111027950,0.17533,0.20549,G,17.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RASAGILINE MESYLATE 1 MG TAB,23155074703,2.45029,2.53444,G,3.43,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYBUTYNIN CL ER 5 MG TABLET,62175027037,0.17728,0.18870,G,6.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
"METFORMIN ER 1,000 MG GASTR-TB",68682001890,7.05718,6.90675,G,-2.13,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PIOGLITAZONE HCL 45 MG TABLET,00781542231,0.17039,0.16734,G,-1.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
EFAVIRENZ-EMTRICITABINE-TENOFOV DISOP FUM 600-200-300 MG TAB,69097021002,75.37427,8.16948,G,-89.16,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PIOGLITAZONE-METFORMIN 15-850,13668028160,0.59684,0.82524,G,38.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM NICOTINE 2 MG CHEWING GUM,49348069136,0.23022,0.21540,G,-6.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FINASTERIDE 5 MG TABLET,76282041290,0.07746,0.07962,G,2.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ENOXAPARIN 80 MG/0.8 ML SYR,63323053190,10.13940,10.32468,G,1.83,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DULOXETINE HCL DR 60 MG CAP,00228289296,0.13049,0.14535,G,11.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ENALAPRIL MALEATE 20 MG TAB,23155077301,0.15041,0.18481,G,22.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DESMOPRESSIN 10 MCG/0.1 ML SPR,68382038401,11.88506,12.69718,G,6.83,Survey Rate,05/12/2021,05/19/2021,05/19/2021
EYE DROPS 0.05%,70000045401,0.09619,0.09885,G,2.77,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BENZONATATE 100 MG CAPSULE,57664013388,0.09262,0.09103,G,-1.72,Survey Rate,05/12/2021,05/19/2021,05/19/2021
COLESEVELAM 625 MG TABLET,68462043318,0.56229,0.51203,G,-8.94,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 137 MCG TABLET,69238183701,0.30848,0.32510,G,5.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LABETALOL HCL 200 MG TABLET,63739036610,0.18998,0.19740,G,3.91,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYBUTYNIN CL ER 10 MG TABLET,65162037210,0.20528,0.22943,G,11.76,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FELODIPINE ER 2.5 MG TABLET,53489036801,0.18597,0.21905,G,17.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BETAMETHASONE DP AUG 0.05% OIN,00168026815,1.75100,1.61702,G,-7.65,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEUCOVORIN CALCIUM 5 MG TAB,51079058101,0.79644,0.83856,G,5.29,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BACLOFEN 20 MG TABLET,52817032150,0.16064,0.14420,G,-10.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DIGOXIN 125 MCG TABLET,00115981103,0.29760,0.30741,G,3.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DIGOXIN 125 MCG TABLET,00115981101,0.29760,0.30741,G,3.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 6 MG TABLET,65162076710,0.10863,0.12666,G,16.60,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 5 MG TABLET,76282033201,0.11467,0.11901,G,3.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HM ADT TUSSIN COUGH CONG DM LQ,62011009201,0.02005,0.01715,G,-14.46,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROXYZINE HCL 10 MG TABLET,00093506005,0.05042,0.04965,G,-1.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOFLOXACIN 750 MG TABLET,13668008421,0.37543,0.40954,G,9.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DAPSONE 100 MG TABLET,47781033431,1.27231,1.04390,G,-17.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
"METFORMIN HCL 1,000 MG TABLET",42385090210,0.02813,0.02869,G,1.99,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NARATRIPTAN HCL 2.5 MG TABLET,62756043769,2.15485,2.30773,G,7.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AMLODIPINE-OLMESARTAN 10-20 MG,27241008503,0.48963,0.43767,G,-10.61,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IRBESARTAN 150 MG TABLET,69367012003,0.23652,0.23531,G,-0.51,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GALANTAMINE ER 16 MG CAPSULE,10147089203,1.44561,1.31370,G,-9.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LABETALOL HCL 200 MG TABLET,68382079901,0.18998,0.19740,G,3.91,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOPIDOGREL 75 MG TABLET,55111019605,0.06398,0.06748,G,5.47,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 10 MG CAPSULE,68001039900,0.03833,0.03701,G,-3.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM LORATADINE 10 MG TABLET,49348081801,0.05889,0.06088,G,3.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOMIPRAMINE 50 MG CAPSULE,70756040611,1.09568,1.64891,G,50.49,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUDROCORTISONE 0.1 MG TABLET,00115703301,0.51679,0.51274,G,-0.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DESOXIMETASONE 0.25% OINTMENT,72578009501,1.24960,0.75120,G,-39.88,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLPHENIDATE 10 MG TABLET,50268052815,0.17257,0.18708,G,8.41,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPRENORPHINE 20 MCG/HR PATCH,69238120502,125.45938,116.63266,G,-7.04,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PENICILLIN VK 250 MG TABLET,57237004099,0.06488,0.08280,G,27.62,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 100 MG CAPSULE,60687058001,0.03001,0.03142,G,4.70,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LABETALOL HCL 200 MG TABLET,71930003652,0.18998,0.19740,G,3.91,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PANTOPRAZOLE SOD DR 40 MG TAB,68084081309,0.06753,0.06484,G,-3.98,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RIVASTIGMINE 1.5 MG CAPSULE,62756014586,0.31234,0.35749,G,14.46,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALSARTAN 160 MG TABLET,00378581477,0.29690,0.29492,G,-0.67,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DESONIDE 0.05% CREAM,00472080415,1.05930,0.94703,G,-10.60,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOCINOLONE 0.025% CREAM,52565002060,1.00858,1.08593,G,7.67,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HM LORATADINE 10 MG TABLET,62011024805,0.05889,0.06088,G,3.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SOTALOL 80 MG TABLET,76385011401,0.09352,0.09367,G,0.16,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALSARTAN 80 MG TABLET,65162083809,0.24877,0.25748,G,3.50,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SUMATRIPTAN 6 MG/0.5 ML INJECT,00781317207,76.87077,81.08000,G,5.48,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHOTREXATE 50 MG/2 ML VIAL,00703367101,1.64107,1.53214,G,-6.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BENZOYL PEROXIDE 5% WASH,45802028034,0.03839,0.04574,G,19.15,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PROPRANOLOL 20 MG TABLET,60687030611,0.09772,0.09133,G,-6.54,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUTICASONE-SALMETEROL 100-50,66993058497,2.13213,2.25579,G,5.80,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 10 MG TABLET,00378073493,0.28544,0.23273,G,-18.47,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUSPIRONE HCL 5 MG TABLET,00115169002,0.02823,0.02902,G,2.80,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LIOTHYRONINE SOD 25 MCG TAB,51862032101,0.71481,0.70583,G,-1.26,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IMIPRAMINE HCL 50 MG TABLET,49884005610,0.16308,0.16451,G,0.88,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IPRATROPIUM BR 0.02% SOLN,00591379883,0.05423,0.05554,G,2.42,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MIDODRINE HCL 2.5 MG TABLET,00245021111,0.25993,0.25647,G,-1.33,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLONIDINE 0.1 MG/DAY PATCH,00591350804,7.71875,7.52275,G,-2.54,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MELOXICAM 7.5 MG TABLET,61442012610,0.02051,0.02070,G,0.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DEXTROAMP-AMPHET ER 30 MG CAP,00115149101,0.71789,0.72976,G,1.65,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PIOGLITAZONE HCL 15 MG TABLET,16729002016,0.11070,0.10809,G,-2.36,Survey Rate,05/12/2021,05/19/2021,05/19/2021
URINARY PAIN RELIEF 95 MG TAB,70000024301,0.11120,0.11122,G,0.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CELECOXIB 200 MG CAPSULE,42571014405,0.16573,0.15384,G,-7.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PHENOBARBITAL 60 MG TABLET,00143145505,0.30163,0.32210,G,6.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MUCUS RELIEF D ER 600-60 MG TB,00536120521,0.41925,0.42363,G,1.04,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FENOFIBRATE 54 MG TABLET,68084082725,0.18033,0.17516,G,-2.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CIPROFLOXACIN 0.3% EYE DROP,69315030802,3.40494,3.08750,G,-9.32,Survey Rate,05/12/2021,05/19/2021,05/19/2021
EC-NAPROXEN DR 375 MG TABLET,69784050101,0.27866,0.37493,G,34.55,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IRBESARTAN 75 MG TABLET,33342004707,0.20954,0.20898,G,-0.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TELMISARTAN 40 MG TABLET,59746044032,0.42021,0.40267,G,-4.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYMORPHONE HCL ER 10 MG TAB,00115123201,5.29109,5.63733,G,6.54,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TIMOLOL MALEATE 0.5% EYE DROPS,61314022705,1.51421,1.50605,G,-0.54,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MESALAMINE ER 0.375 GRAM CAP,00093922489,2.26197,2.19575,G,-2.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ONDANSETRON ODT 8 MG TABLET,57237007810,0.26791,0.26532,G,-0.97,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOTRIMAZOLE-BETAMETHASONE CRM,00168025815,0.26506,0.24930,G,-5.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IPRATROPIUM-ALBUTEROL 0.5-3(2.5) MG/3 ML,76204060060,0.05680,0.05738,G,1.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SUMATRIPTAN SUCC 100 MG TABLET,63304009919,0.58373,0.60106,G,2.97,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SORINE 120 MG TABLET,00245001301,0.13782,0.15197,G,10.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ARIPIPRAZOLE 20 MG TABLET,65162090109,0.25674,0.24317,G,-5.29,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MIDODRINE HCL 5 MG TABLET,60687039801,0.32954,0.34582,G,4.94,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AMNESTEEM 20 MG CAPSULE,00378661293,2.92307,2.96845,G,1.55,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TINIDAZOLE 500 MG TABLET,00054034807,2.42519,2.74422,G,13.15,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LANSOPRAZOLE DR 30 MG CAPSULE,16571069850,0.16718,0.14976,G,-10.42,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BETAMETHASONE DP AUG 0.05% OIN,52565001951,1.25350,1.28859,G,2.80,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IPRATROPIUM 0.06% SPRAY,60505082701,1.66895,1.66222,G,-0.40,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CITALOPRAM HBR 10 MG TABLET,00378623101,0.02782,0.02824,G,1.51,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TRETINOIN 0.1% CREAM,00574220145,2.67078,2.73219,G,2.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CALCIPOTRIENE 0.005% OINTMENT,51672415403,2.88573,2.62714,G,-8.96,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPROPION HCL XL 300 MG TABLET,68084025211,0.20929,0.22318,G,6.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLINDAMYCIN PHOSP 1% LOTION,45802012801,1.13080,1.05224,G,-6.95,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 1 MG TABLET,51672402707,0.09838,0.10940,G,11.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NORTREL 7-7-7-28 TABLET,00555901279,0.47906,0.41096,G,-14.22,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METRONIDAZOLE 500 MG TABLET,65862069505,0.14601,0.15960,G,9.31,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALLERGY (LORATADINE) 10 MG TAB,69230031230,0.05889,0.06088,G,3.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PREDNISONE 5 MG TABLET,00054472825,0.07742,0.08071,G,4.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AZITHROMYCIN 250 MG TABLET,64679096105,0.52040,0.50357,G,-3.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MODAFINIL 200 MG TABLET,57237015530,0.72721,0.61333,G,-15.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PRIMIDONE 50 MG TABLET,65162054410,0.16031,0.16634,G,3.76,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CEFADROXIL 500 MG CAPSULE,42043024201,0.18950,0.20160,G,6.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
